age,gender,location,tenure_months,monthly_charges,total_charges,contract_type,internet_service,phone_service,online_security,tech_support,payment_method,churn,satisfaction_score,support_tickets,last_contact_day,last_contact_month,last_contact_year,last_contact_week,last_contact_week_of_year,valid_email,email_domain
41.0,male,,9.039968821787436,101.50193150744356,917.5742961784936,monthly,fiber optic,yes,no,no,credit card (automatic),yes,6.0,4.0,30.0,9.0,2023.0,5.0,39,0,invalid
38.0,female,other,25.024275054995343,78.82990576603686,1972.6612444486698,2 year,fiber optic,no,no,,electronic check,no,7.0,0.0,5.0,8.0,2024.0,0.0,32,0,invalid
,,delhi,1.675653179944185,72.06247267912495,120.75171149941667,monthly,fiber optic,no,yes,yes,bank transfer (automatic),yes,8.0,1.0,22.0,3.0,2024.0,4.0,12,0,invalid
36.0,male,other,40.74875973805357,21.628233376804083,881.3236854299406,1 year,dsl,no,,no,credit card (automatic),no,6.0,3.0,24.0,6.0,2023.0,5.0,25,1,hotmail.com
29.0,female,other,13.397373073710268,84.02309256539263,1125.6887179054565,monthly,fiber optic,no,yes,yes,,yes,6.0,3.0,13.0,4.0,2024.0,5.0,15,0,invalid
53.0,unknown,other,19.53046059810753,67.74853676204849,1323.1601278106275,monthly,fiber optic,no,no,no internet service,bank transfer (automatic),yes,6.0,3.0,8.0,3.0,2024.0,4.0,10,0,invalid
34.0,,delhi,4.234964187715143,116.7536147861474,494.4473774056234,monthly,dsl,no,no,no internet service,electronic check,yes,9.0,2.0,,,,,,0,invalid
71.0,male,other,45.96247061185501,90.99629548207253,4182.414556882433,monthly,fiber optic,no,no,no internet service,bank transfer (automatic),no,9.0,2.0,10.0,7.0,2023.0,0.0,28,1,gmail.com
54.0,male,delhi,33.43214553220567,74.44849789790348,2488.973016376817,1 year,fiber optic,yes,no,yes,bank transfer (automatic),no,5.0,2.0,24.0,4.0,2024.0,2.0,17,1,outlook.com
51.0,male,chennai,10.496828096958534,,,monthly,dsl,no,no,no,mailed check,yes,6.0,1.0,30.0,7.0,2023.0,6.0,30,1,gmail.com
24.0,,other,6.987288144328187,29.73203903727888,207.74632387188157,1 year,fiber optic,,yes,no,mailed check,no,6.0,2.0,16.0,3.0,2024.0,5.0,11,1,company.in
49.0,male,other,13.863538033247998,27.55123862604428,381.9576445552562,1 year,no internet,no,no,no internet service,electronic check,yes,5.0,1.0,11.0,9.0,2023.0,0.0,37,1,gmail.com
38.0,male,chennai,12.844538028963836,79.6145852729338,1022.6125681983823,2 year,fiber optic,,no,no internet service,bank transfer (automatic),no,5.0,2.0,17.0,5.0,2023.0,2.0,20,0,invalid
21.0,,bangalore,24.27058095973674,87.12994888412751,2114.6944784099405,monthly,no internet,no,no,no internet service,mailed check,no,6.0,4.0,19.0,9.0,2023.0,1.0,38,0,invalid
18.0,male,delhi,22.22622280265677,69.44285962768899,1543.4524701386342,monthly,fiber optic,yes,no,no internet service,bank transfer (automatic),no,5.0,6.0,22.0,4.0,2024.0,0.0,17,1,hotmail.com
20.0,other,other,26.558251950561942,,,monthly,fiber optic,yes,yes,yes,electronic check,no,5.0,7.0,8.0,11.0,2023.0,2.0,45,0,invalid
18.0,,other,35.09069656803941,87.32376906759832,3064.2518835286387,2 year,fiber optic,yes,no,no,bank transfer (automatic),no,5.0,1.0,15.0,3.0,2024.0,4.0,11,1,company.in
60.0,male,delhi,44.99121140182794,79.21819205206172,3564.122425484915,1 year,dsl,no,yes,yes,mailed check,no,8.0,2.0,1.0,3.0,2024.0,4.0,9,0,invalid
30.0,male,other,16.793268408210814,102.4748874074116,1720.8882893338455,2 year,fiber optic,,yes,yes,mailed check,yes,7.0,0.0,17.0,7.0,2023.0,0.0,29,1,outlook.com
56.0,male,other,13.436686424374118,118.88280118822084,1597.3909208173343,monthly,no internet,yes,no,yes,electronic check,yes,5.0,4.0,4.0,11.0,2024.0,0.0,45,1,outlook.com
,female,other,27.00444525026884,69.39549241527423,1873.9867755437197,monthly,fiber optic,yes,yes,yes,electronic check,yes,5.0,0.0,15.0,2.0,2024.0,3.0,7,1,gmail.com
18.0,female,other,,77.46546645099997,,monthly,dsl,no,yes,yes,electronic check,no,5.0,4.0,2.0,6.0,2023.0,4.0,22,1,yahoo.com
21.0,female,other,20.91379994070326,21.50466036481681,449.74416466254957,1 year,no internet,no,no,no,electronic check,yes,5.0,1.0,,,,,,1,hotmail.com
54.0,,other,2.7007092787948443,90.15596666521382,243.48505571146165,1 year,fiber optic,yes,yes,yes,bank transfer (automatic),no,4.0,3.0,4.0,11.0,2024.0,0.0,45,0,invalid
32.0,,kolkata,1.2832669855505647,86.09507695119962,110.48296986990984,monthly,no internet,no,no,no internet service,mailed check,yes,4.0,3.0,,,,,,0,invalid
53.0,other,other,10.316922431678982,36.10171664998043,372.45861032830175,monthly,no internet,yes,,yes,electronic check,no,8.0,1.0,,,,,,1,gmail.com
26.0,male,,17.7031860122609,53.85694719840119,953.4395543058098,monthly,,no,yes,yes,cash,no,8.0,3.0,20.0,7.0,2023.0,3.0,29,1,hotmail.com
38.0,other,chennai,1.4808170086131305,31.83237624478975,47.137924167857236,1 year,dsl,yes,no,,credit card (automatic),no,5.0,1.0,,,,,,1,company.in
37.0,,mumbai,26.04728852675024,51.16864761629361,1332.8045279852106,monthly,fiber optic,no,no,no,cash,yes,6.0,2.0,,,,,,1,gmail.com
53.0,female,bangalore,27.006309534654463,30.189712340270773,815.3127162235301,1 year,fiber optic,yes,no,no internet service,credit card (automatic),no,5.0,2.0,28.0,4.0,2024.0,6.0,17,0,invalid
43.0,male,delhi,,29.779461756457785,,monthly,dsl,no,no,yes,electronic check,yes,4.0,1.0,25.0,12.0,2023.0,0.0,52,1,hotmail.com
38.0,female,,34.14464432263039,72.01479544348284,2458.919576384705,monthly,dsl,no,no,no,electronic check,yes,3.0,6.0,,,,,,0,invalid
34.0,male,chennai,8.64153109750747,108.56099436587988,938.1332087890842,2 year,no internet,no,no,no internet service,bank transfer (automatic),no,4.0,4.0,,,,,,0,invalid
27.0,,other,60.77616598701154,75.22930157740987,4572.148519755611,,no internet,yes,no,no internet service,electronic check,no,9.0,3.0,3.0,7.0,2024.0,2.0,27,1,gmail.com
51.0,female,other,36.63400044106614,62.57168167326361,2292.2510140165896,2 year,dsl,no,no,yes,bank transfer (automatic),no,6.0,0.0,19.0,9.0,2023.0,1.0,38,0,invalid
53.0,female,other,27.5385658069643,24.322427745682777,669.8047770596195,2 year,dsl,yes,no,yes,credit card (automatic),no,6.0,1.0,,,,,,0,invalid
59.0,male,other,0.2200650234098795,40.0184952594142,8.806671096091138,1 year,dsl,,no,no,bank transfer (automatic),yes,2.0,3.0,,,,,,0,invalid
48.0,,other,25.649121828579123,49.832975812701015,1278.172067700605,monthly,fiber optic,no,yes,yes,electronic check,no,2.0,8.0,,,,,,0,invalid
33.0,,other,15.474420065773485,55.07168781711504,852.2024310131782,monthly,no internet,no,no,no internet service,electronic check,no,7.0,0.0,,,,,,0,invalid
36.0,other,bangalore,2.5354267407876545,102.72077490926743,260.4409995393862,monthly,fiber optic,yes,yes,yes,electronic check,yes,3.0,8.0,,,,,,0,invalid
25.0,female,other,8.448311317862219,105.54781867118427,891.7008310554353,monthly,fiber optic,yes,no,no,credit card (automatic),yes,6.0,1.0,10.0,7.0,2023.0,0.0,28,0,invalid
40.0,male,other,30.9870076045924,76.89366967341132,2382.7047269150125,1 year,fiber optic,yes,yes,no,mailed check,no,6.0,2.0,16.0,7.0,2023.0,6.0,28,0,invalid
42.0,male,other,70.12666865003159,112.0293480743468,7856.2449714887725,monthly,fiber optic,yes,no,no,mailed check,yes,10.0,2.0,30.0,5.0,2024.0,3.0,22,1,gmail.com
58.0,male,other,44.358227471099084,27.25757622666165,1209.0977665730802,monthly,,yes,no,no,credit card (automatic),no,7.0,0.0,,,,,,1,gmail.com
44.0,female,hyderabad,4.9609163422159375,73.07608069635538,362.52432295164,1 year,no internet,no,no,yes,electronic check,yes,4.0,5.0,,,,,,1,gmail.com
34.0,,mumbai,10.049105192276462,57.29219169163203,575.7352610052778,,no internet,,no,no internet service,electronic check,no,10.0,2.0,7.0,4.0,2023.0,4.0,14,0,invalid
41.0,other,other,4.160458132785187,34.677726189062355,144.27522794978233,monthly,fiber optic,yes,no,no,mailed check,yes,4.0,4.0,17.0,11.0,2023.0,4.0,46,0,invalid
27.0,female,mumbai,60.82883809748978,24.460731985033643,1487.9179056637013,monthly,no internet,no,no,yes,electronic check,no,7.0,1.0,26.0,4.0,2024.0,4.0,17,1,company.in
40.0,,delhi,47.788515885569765,42.58724495888854,2035.181232240496,2 year,dsl,yes,no,yes,credit card (automatic),no,8.0,2.0,1.0,1.0,2024.0,0.0,1,0,invalid
29.0,female,mumbai,16.868684214614458,48.26381811199276,814.1471067227957,1 year,dsl,yes,no,yes,electronic check,no,6.0,3.0,,,,,,1,company.in
50.0,,other,8.199089702826905,108.0977449048471,886.3031071481414,monthly,dsl,yes,no,no internet service,electronic check,yes,7.0,4.0,20.0,10.0,2023.0,4.0,42,1,company.in
59.0,male,bangalore,63.67983907907176,28.276453522470803,1800.6400100377925,2 year,no internet,no,no,no,bank transfer (automatic),no,7.0,1.0,,,,,,0,invalid
51.0,male,other,2.383912322683495,76.77359026570602,183.0215078910702,monthly,no internet,yes,no,no,credit card (automatic),no,7.0,0.0,29.0,3.0,2024.0,4.0,13,0,invalid
45.0,,other,38.13921204875751,89.029789164539,3395.526007602526,monthly,no internet,yes,no,yes,electronic check,yes,4.0,3.0,8.0,8.0,2023.0,1.0,32,1,outlook.com
42.0,male,hyderabad,69.29642526701556,101.47962372083572,7032.175161295752,2 year,fiber optic,yes,no,yes,bank transfer (automatic),no,7.0,3.0,31.0,12.0,2023.0,6.0,52,1,gmail.com
32.0,other,delhi,13.019759548951006,82.25875791171832,1070.9892488059438,monthly,fiber optic,yes,yes,yes,mailed check,yes,9.0,4.0,,,,,,1,gmail.com
47.0,female,other,12.024326887668376,44.84865431828528,539.2748799951021,1 year,no internet,yes,,no,electronic check,no,8.0,0.0,13.0,8.0,2023.0,6.0,32,0,invalid
54.0,unknown,,11.207992613994586,81.83242490398385,917.1772139091175,monthly,dsl,,no,no,electronic check,yes,7.0,2.0,14.0,5.0,2024.0,1.0,20,1,gmail.com
53.0,other,other,39.67456153059131,90.79878873413983,3602.402130535792,monthly,fiber optic,no,no,yes,electronic check,yes,8.0,0.0,28.0,6.0,2023.0,2.0,26,1,hotmail.com
27.0,male,other,34.870131445330536,43.78048874714764,1526.6313973538527,2 year,dsl,no,no,no,credit card (automatic),no,5.0,2.0,13.0,2.0,2024.0,1.0,7,1,gmail.com
47.0,,other,10.038438378401246,66.73671785847256,669.9324297990267,monthly,dsl,,no,no,electronic check,yes,6.0,0.0,19.0,4.0,2024.0,4.0,16,1,company.in
54.0,female,delhi,63.06175812726927,19.221280476970232,1212.1277403350998,monthly,no internet,yes,unknown,no,electronic check,no,7.0,2.0,,,,,,0,invalid
44.0,,other,13.224603296547585,38.01115146709512,502.68239899731566,monthly,no internet,no,no,no internet service,electronic check,yes,7.0,1.0,5.0,1.0,2024.0,4.0,1,1,outlook.com
52.0,female,other,16.643837055097883,89.92327715183761,1496.6683723755916,1 year,fiber optic,no,yes,yes,electronic check,yes,3.0,5.0,25.0,11.0,2023.0,5.0,47,1,outlook.com
24.0,female,,58.7332578743565,84.44753781326484,4959.879015240956,1 year,fiber optic,yes,yes,no,bank transfer (automatic),yes,8.0,4.0,2.0,6.0,2024.0,6.0,22,0,invalid
38.0,female,other,12.40347734661082,60.43143045664748,749.5598786923142,monthly,dsl,yes,no,no,mailed check,yes,7.0,0.0,,,,,,1,outlook.com
38.0,male,other,0.2585936844086767,56.42682568642422,14.591620753738598,monthly,dsl,no,no,no internet service,credit card (automatic),no,7.0,3.0,6.0,5.0,2023.0,5.0,18,1,company.in
26.0,,pune,32.48327009500286,79.44619495142449,2580.672208627374,monthly,dsl,no,no,no,electronic check,yes,8.0,1.0,27.0,5.0,2024.0,0.0,22,1,gmail.com
36.0,female,other,9.872834064918475,73.10138076481792,721.7178022074705,2 year,no internet,no,no,no internet service,cash,yes,7.0,0.0,7.0,6.0,2023.0,2.0,23,0,invalid
42.0,,other,12.16752778694705,76.74786053929824,933.8317257006483,2 year,fiber optic,yes,yes,no internet service,credit card (automatic),no,7.0,3.0,16.0,8.0,2023.0,2.0,33,0,invalid
37.0,female,chennai,57.943373512966176,79.20344514141698,4589.31480534285,monthly,fiber optic,yes,no,no,credit card (automatic),no,8.0,0.0,6.0,3.0,2023.0,0.0,10,0,invalid
39.0,,kolkata,8.25724873351279,32.03132824037412,264.49064454556174,monthly,dsl,no,yes,no,bank transfer (automatic),no,,1.0,,,,,,0,invalid
20.0,female,other,55.84620225705726,48.4066782345331,2703.329143278027,monthly,dsl,yes,no,no,bank transfer (automatic),no,7.0,0.0,21.0,5.0,2023.0,6.0,20,0,invalid
76.0,female,,12.07879008691717,49.895524573165495,602.6775675958835,1 year,dsl,no,yes,yes,credit card (automatic),no,6.0,0.0,1.0,6.0,2023.0,3.0,22,1,gmail.com
,,other,49.25125184351588,94.47854219997797,4653.186475699358,monthly,fiber optic,yes,no,no,electronic check,no,9.0,1.0,,,,,,0,invalid
44.0,female,other,1.892277938927256,113.16116035268492,214.13236727879533,1 year,fiber optic,,no,no internet service,credit card (automatic),yes,7.0,3.0,6.0,4.0,2023.0,3.0,14,1,gmail.com
45.0,male,delhi,32.750379513558656,44.212652069115904,1447.9811345644703,monthly,fiber optic,no,no,yes,electronic check,yes,7.0,1.0,29.0,5.0,2024.0,2.0,22,0,invalid
18.0,female,delhi,30.02464064671988,29.781754368057065,894.1864727297935,,fiber optic,yes,no,yes,electronic check,no,6.0,4.0,29.0,4.0,2023.0,5.0,17,0,invalid
48.0,other,bangalore,23.73390513157778,77.43272349427119,1837.7809134927263,monthly,fiber optic,no,yes,no,electronic check,yes,7.0,1.0,9.0,10.0,2023.0,0.0,41,1,yahoo.com
49.0,other,,47.16670958039037,59.98994819992082,2829.5284644883272,monthly,no internet,,no,no,bank transfer (automatic),no,5.0,7.0,16.0,12.0,2023.0,5.0,50,1,hotmail.com
47.0,female,chennai,,110.39936751678084,,monthly,dsl,no,no,yes,credit card (automatic),yes,6.0,1.0,14.0,7.0,2023.0,4.0,28,1,gmail.com
48.0,,,38.55250572916452,43.99806518559251,1696.2356601397094,monthly,fiber optic,,no,yes,electronic check,no,7.0,1.0,25.0,2.0,2024.0,6.0,8,0,invalid
55.0,male,,12.449787807732775,98.47604681785472,1226.0058870266498,monthly,dsl,yes,,yes,bank transfer (automatic),no,8.0,0.0,29.0,9.0,2023.0,4.0,39,1,outlook.com
27.0,male,,15.4775667207864,95.79786207311886,1482.7178019453902,monthly,fiber optic,,no,no internet service,electronic check,yes,4.0,3.0,,,,,,1,gmail.com
18.0,male,other,17.482349937299514,53.82628019606031,941.009866210661,1 year,no internet,yes,no,no internet service,bank transfer (automatic),yes,3.0,7.0,23.0,3.0,2024.0,5.0,12,0,invalid
41.0,male,delhi,0.841620442602849,69.16415047788367,58.2099629374465,monthly,fiber optic,no,no,,electronic check,yes,3.0,5.0,17.0,6.0,2023.0,5.0,24,1,gmail.com
42.0,male,other,3.4875190167952743,64.49861706597403,224.94015357458065,monthly,dsl,,no,no internet service,mailed check,no,7.0,3.0,28.0,4.0,2023.0,4.0,17,1,gmail.com
40.0,female,pune,,48.349344998122426,,2 year,fiber optic,no,yes,yes,electronic check,yes,5.0,2.0,29.0,1.0,2024.0,0.0,5,0,invalid
32.0,female,chennai,32.41844740276746,81.09617860945836,2629.0122008161616,monthly,fiber optic,,no,no internet service,credit card (automatic),no,7.0,3.0,29.0,8.0,2023.0,1.0,35,0,invalid
23.0,male,mumbai,48.96320896851595,53.26417498913402,2607.9849305285697,monthly,no internet,no,no,yes,mailed check,no,4.0,2.0,22.0,5.0,2023.0,0.0,21,0,invalid
38.0,male,delhi,4.749787633919481,79.26845197304408,376.50831294150504,monthly,fiber optic,no,no,no,electronic check,yes,5.0,2.0,3.0,5.0,2024.0,4.0,18,1,outlook.com
31.0,,other,17.82776905513788,108.15186132958,1928.1064066670492,monthly,fiber optic,no,no,yes,electronic check,yes,4.0,4.0,3.0,6.0,2024.0,0.0,23,1,hotmail.com
44.0,,kolkata,65.0603265004927,,,1 year,fiber optic,no,no,yes,credit card (automatic),no,10.0,3.0,,,,,,1,yahoo.com
37.0,,delhi,17.41649883313269,37.068093105748446,645.5964003227217,monthly,no internet,no,no,no,electronic check,yes,8.0,2.0,9.0,1.0,2024.0,1.0,2,1,gmail.com
48.0,female,,15.9595695203227,50.970322384797214,813.4644035734315,monthly,no internet,no,no,no,mailed check,yes,10.0,1.0,23.0,5.0,2023.0,1.0,21,0,invalid
54.0,male,delhi,30.046408196497097,20.24680865055053,608.3438773908098,monthly,no internet,yes,no,no internet service,mailed check,no,8.0,2.0,18.0,1.0,2024.0,3.0,3,0,invalid
43.0,male,bangalore,25.11307983758428,80.92230724175661,2032.2083624037584,monthly,fiber optic,yes,no,no,bank transfer (automatic),yes,5.0,5.0,16.0,5.0,2023.0,1.0,20,1,gmail.com
39.0,female,mumbai,1.0406365413164844,111.2011510398319,115.71998120850266,1 year,fiber optic,yes,yes,yes,credit card (automatic),yes,2.0,10.0,25.0,5.0,2024.0,5.0,21,0,invalid
39.0,female,hyderabad,0.4360868027492396,42.11665459698004,18.366517245691092,2 year,dsl,yes,yes,no,credit card (automatic),no,3.0,5.0,20.0,4.0,2024.0,5.0,16,0,invalid
30.0,other,bangalore,30.11905691598457,68.97329160018359,2077.41049538873,2 year,,yes,no,no internet service,mailed check,no,2.0,4.0,4.0,10.0,2024.0,4.0,40,0,invalid
38.0,other,bangalore,29.93996363408248,80.02363304894162,2395.904663352473,monthly,fiber optic,no,yes,yes,electronic check,no,7.0,1.0,30.0,9.0,2023.0,5.0,39,0,invalid
25.0,male,bangalore,1.881014533821481,84.3082125214828,158.58497307341932,monthly,dsl,yes,yes,no,mailed check,yes,4.0,2.0,,,,,,0,invalid
61.0,female,other,21.25181226101657,122.68789936712145,2607.340204048559,monthly,fiber optic,yes,no,no internet service,electronic check,yes,3.0,5.0,,,,,,1,hotmail.com
39.0,female,other,6.267689494194048,38.17912634215311,239.2949090722203,monthly,no internet,yes,no,yes,bank transfer (automatic),no,7.0,3.0,21.0,11.0,2023.0,1.0,47,1,company.in
54.0,male,hyderabad,24.339281239963647,38.50001755417773,937.0627549946691,1 year,,,yes,no,credit card (automatic),no,6.0,0.0,22.0,4.0,2024.0,0.0,17,1,gmail.com
49.0,female,other,14.605320314871882,46.94300638528664,685.6176448001873,monthly,no internet,no,no,no internet service,mailed check,yes,4.0,1.0,2.0,7.0,2024.0,1.0,27,1,company.in
35.0,female,other,66.60946840158408,65.14068019468016,4338.986079085242,2 year,dsl,no,yes,yes,cash,no,8.0,0.0,,,,,,1,outlook.com
39.0,,other,2.00900848189523,121.0656328076101,243.22188317650213,monthly,fiber optic,yes,yes,yes,electronic check,yes,2.0,8.0,5.0,9.0,2024.0,3.0,36,0,invalid
,other,kolkata,33.32383047736812,99.83336574053666,3326.830155922734,1 year,no internet,no,no,no internet service,,no,7.0,2.0,9.0,7.0,2023.0,6.0,27,0,invalid
23.0,other,hyderabad,8.634248973929612,96.30785952671452,831.5460372998921,2 year,fiber optic,,no,no,,no,9.0,0.0,10.0,2.0,2023.0,4.0,6,1,gmail.com
,other,other,48.91192611658527,64.5743847738961,3158.4575370847547,monthly,dsl,yes,no,no,electronic check,yes,8.0,2.0,27.0,9.0,2023.0,2.0,39,1,yahoo.com
38.0,female,other,54.89875811717458,37.17494048765911,2040.8580658523574,monthly,fiber optic,yes,no,yes,electronic check,yes,8.0,0.0,13.0,4.0,2024.0,5.0,15,1,gmail.com
39.0,male,mumbai,13.22254099230326,56.29026820592016,744.3003788205242,1 year,dsl,yes,yes,no,bank transfer (automatic),yes,8.0,2.0,14.0,2.0,2024.0,2.0,7,1,gmail.com
36.0,female,other,69.4061108007896,57.43201004965903,3986.1324530186967,1 year,no internet,no,yes,yes,credit card (automatic),no,8.0,1.0,,,,,,0,invalid
53.0,female,pune,29.591010729244715,93.42012656958931,2764.3959676481168,monthly,dsl,no,yes,yes,electronic check,yes,8.0,2.0,,,,,,1,yahoo.com
32.0,,,12.938699713465642,117.99116258883912,1526.6522215796906,1 year,fiber optic,yes,yes,no,electronic check,yes,5.0,3.0,,,,,,0,invalid
32.0,female,other,2.267589761641849,27.45108126483808,62.24779082214522,1 year,no internet,yes,no,no internet service,mailed check,yes,6.0,2.0,27.0,6.0,2023.0,1.0,26,1,gmail.com
34.0,other,hyderabad,5.614839506161874,45.707128302292965,256.63818970492406,2 year,dsl,yes,no,no,mailed check,yes,8.0,2.0,6.0,5.0,2023.0,5.0,18,1,company.in
26.0,male,other,49.215360041360725,50.57412473411853,2489.02375756633,monthly,dsl,no,no,no,mailed check,yes,6.0,1.0,23.0,4.0,2024.0,1.0,17,0,invalid
49.0,female,mumbai,17.2182562766599,87.42973273679601,1505.3875444620355,monthly,fiber optic,,yes,no,electronic check,no,5.0,2.0,9.0,12.0,2023.0,5.0,49,1,yahoo.com
56.0,male,other,6.169205805228566,55.90338099741823,344.8794625811769,1 year,no internet,no,no,no internet service,electronic check,yes,5.0,5.0,30.0,7.0,2023.0,6.0,30,1,company.in
28.0,female,pune,17.31747641770903,114.47895746889309,1982.486646291471,monthly,fiber optic,yes,yes,yes,mailed check,yes,6.0,1.0,17.0,6.0,2023.0,5.0,24,1,gmail.com
37.0,other,other,10.99171227184542,99.90519314513404,1098.1291375144567,2 year,fiber optic,,yes,yes,electronic check,yes,5.0,3.0,26.0,12.0,2023.0,1.0,52,0,invalid
